frame_index,timestamp_ms,min_distance
297,12345.666666666666,0.5720744936358253
298,12387.375,0.5822726152976873
299,12429.083333333332,0.5857835416030215
421,17517.5,0.5986916540025127
422,17559.208333333336,0.5986916540025127
423,17600.916666666668,0.5986916540025127
424,17642.625,0.5986916540025127
425,17684.333333333332,0.5986916540025127
426,17726.041666666668,0.5986916540025127
427,17767.75,0.5986916540025127
429,17851.166666666668,0.5986916540025127
430,17892.875,0.5986916540025127
431,17934.583333333332,0.5986916540025127
432,17976.291666666664,0.5986916540025127
433,18018.0,0.5986916540025127
434,18059.708333333332,0.5986916540025127
435,18101.416666666664,0.5986916540025127
436,18143.124999999996,0.5986916540025127
437,18184.833333333332,0.5986916540025127
438,18226.541666666664,0.5986916540025127
439,18268.25,0.5986916540025127
440,18309.958333333336,0.5986916540025127
441,18351.666666666668,0.5987074138597089
442,18393.375,0.5986916540025127
443,18435.083333333332,0.5986916540025127
444,18476.791666666668,0.5986916540025127
445,18518.5,0.5986916540025127
446,18560.208333333332,0.5986916540025127
447,18601.916666666668,0.5986916540025127
448,18643.625,0.5986916540025127
449,18685.333333333332,0.5986916540025127
451,18768.75,0.5986916540025127
452,18810.458333333332,0.5986916540025127
453,18852.166666666664,0.5986916540025127
454,18893.874999999996,0.5986916540025127
455,18935.583333333332,0.5986916540025127
456,18977.291666666664,0.5986916540025127
457,19019.0,0.5986916540025127
458,19060.708333333336,0.4950925251738968
459,19102.416666666668,0.4918168913793816
460,19144.125,0.49119178180526346
461,19185.833333333332,0.5334804514216394
462,19227.541666666668,0.5355734980541899
463,19269.25,0.5354042416033613
464,19310.958333333332,0.5296883319335176
465,19352.666666666668,0.5493003526383804
466,19394.375,0.535265816414113
467,19436.083333333332,0.5284094414463915
468,19477.791666666664,0.5319935580988556
469,19519.5,0.5232624742909249
470,19561.208333333332,0.4997569661513421
471,19602.916666666664,0.5055356046318313
472,19644.624999999996,0.4686476256710447
473,19686.333333333332,0.48750579636363484
474,19728.041666666664,0.46351064751513243
475,19769.75,0.478977345252148
476,19811.458333333336,0.49731845448303136
477,19853.166666666668,0.49647141583544063
478,19894.875,0.4867610966700726
479,19936.583333333332,0.4917967366667622
554,23064.708333333332,0.530270875616714
555,23106.416666666664,0.5068038390852978
556,23148.125,0.5126114244459282
557,23189.833333333332,0.5096539087857542
558,23231.541666666664,0.4990060723977964
559,23273.25,0.4783827267480116
560,23314.958333333332,0.5600476661202979
607,25275.25,0.5963458726104561
609,25358.666666666664,0.5911375922721068
610,25400.375,0.5765171483425773
611,25442.083333333332,0.586164244604903
612,25483.791666666664,0.5632724326167158
613,25525.499999999996,0.5807829973278701
614,25567.208333333332,0.5704689086899127
615,25608.916666666664,0.5460722888726296
616,25650.624999999996,0.5489999235701589
617,25692.333333333332,0.5558109154841844
618,25734.041666666668,0.5543491360241684
619,25775.75,0.5644915742928313
620,25817.458333333332,0.5666407509451737
621,25859.166666666668,0.5483991301684209
622,25900.875,0.5521382218222413
623,25942.583333333332,0.5496867045774296
624,25984.291666666668,0.5420104469999247
625,26026.0,0.5437687500119227
626,26067.708333333332,0.5018041709833606
627,26109.416666666664,0.5966416380948733
628,26151.125,0.5102824392903073
629,26192.833333333332,0.518263708049115
630,26234.541666666664,0.5126653572114739
638,26568.208333333332,0.5620854424139882
639,26609.916666666668,0.5883409467845444
641,26693.333333333332,0.4890727620488735
642,26735.041666666668,0.42903551419598984
643,26776.75,0.4468822465465313
644,26818.458333333332,0.46069863045825477
645,26860.166666666664,0.4169388579573916
646,26901.875,0.4313115396068301
647,26943.583333333332,0.45581504943165124
648,26985.291666666664,0.4549193853449591
649,27026.999999999996,0.4868291883863017
650,27068.708333333332,0.4710190281542199
651,27110.416666666664,0.4753272185062285
652,27152.124999999996,0.4741645874811872
653,27193.833333333336,0.5048606326708188
654,27235.541666666668,0.4974442250696877
655,27277.25,0.5100325292929706
656,27318.958333333332,0.4958708847364095
735,30613.916666666664,0.583745877152676
739,30780.749999999996,0.5947897772978643
746,31072.708333333332,0.5952035894625719
830,34576.208333333336,0.48398156801423814
831,34617.916666666664,0.5254086617492695
832,34659.625,0.5308741267586923
833,34701.33333333333,0.5623177269547633
834,34743.041666666664,0.5182812419012863
835,34784.74999999999,0.5135072329321944
836,34826.458333333336,0.49500243677496997
837,34868.166666666664,0.4952143205889765
838,34909.875,0.48934737851765064
839,34951.58333333333,0.5104365443538692
840,34993.291666666664,0.47602395187753316
841,35035.0,0.49779332329547943
842,35076.70833333333,0.4764177910043304
843,35118.41666666667,0.4674371570829582
844,35160.125,0.4812683619555695
845,35201.833333333336,0.4984912305068669
846,35243.541666666664,0.5077103216288754
847,35285.25,0.5157047614842057
848,35326.95833333333,0.5037455158304218
849,35368.666666666664,0.5073345886216925
850,35410.375,0.5003444925609984
851,35452.083333333336,0.5076455628357534
852,35493.791666666664,0.4953086770693725
853,35535.5,0.5079012549784346
854,35577.20833333333,0.5047674572342231
855,35618.916666666664,0.518313665488996
856,35660.62499999999,0.5241189205458819
857,35702.333333333336,0.5146203710875155
858,35744.041666666664,0.5082562407067445
859,35785.75,0.49535539785605276
860,35827.458333333336,0.4654484155611518
861,35869.166666666664,0.44864780933043924
862,35910.875,0.46920745533867525
863,35952.58333333333,0.4741662455648216
864,35994.29166666667,0.465299146306882
865,36036.0,0.4912606216095856
866,36077.708333333336,0.4758219815280863
867,36119.416666666664,0.4927181525535904
868,36161.125,0.5076670781524725
869,36202.83333333333,0.49235419150721954
870,36244.541666666664,0.5058849255202232
871,36286.24999999999,0.5030219041499435
872,36327.958333333336,0.4790229166292059
873,36369.666666666664,0.4780175407015331
874,36411.375,0.4792296637019063
875,36453.08333333333,0.5110442069925234
876,36494.791666666664,0.4940102731560149
877,36536.5,0.47239736285670253
878,36578.20833333333,0.48315471054455605
879,36619.91666666667,0.4917326125240716
880,36661.625,0.4945853129964772
881,36703.333333333336,0.4844935176572943
882,36745.041666666664,0.48971038622257673
883,36786.75,0.4813261780627956
884,36828.45833333333,0.5046446979477536
885,36870.166666666664,0.48964632650157075
886,36911.875,0.5130947451029048
887,36953.583333333336,0.5011118453202604
888,36995.291666666664,0.5213687719065913
889,37037.0,0.5386314441331636
890,37078.70833333333,0.5507229527612928
891,37120.416666666664,0.5596411635134703
892,37162.12499999999,0.5331528371130236
893,37203.833333333336,0.5513270546761024
894,37245.54166666667,0.5571486330144653
895,37287.25,0.5942755034815433
896,37328.958333333336,0.5997574386484349
897,37370.666666666664,0.5703057660999135
898,37412.375,0.5582756960195294
899,37454.08333333333,0.5419829844407209
900,37495.791666666664,0.5606470456318013
901,37537.5,0.5400543299962692
902,37579.208333333336,0.554081755645771
903,37620.916666666664,0.5312806236572032
904,37662.625,0.5316276098057383
905,37704.33333333333,0.5590682887803673
906,37746.041666666664,0.5254107920851376
907,37787.74999999999,0.5182293405954481
908,37829.458333333336,0.5438963435396554
909,37871.166666666664,0.5425389246181046
910,37912.875,0.5540251997931781
911,37954.58333333333,0.5603803128290319
912,37996.291666666664,0.556817978785081
913,38038.0,0.547795989230177
914,38079.70833333333,0.5616246480231482
915,38121.41666666667,0.5450341410078214
916,38163.125,0.563492805027312
917,38204.833333333336,0.5530621451273604
990,41249.541666666664,0.5860813506057858
991,41291.25,0.528505259651523
992,41332.95833333333,0.5041963306750564
993,41374.666666666664,0.5083107222005069
994,41416.375,0.5224566326494255
995,41458.083333333336,0.520991436960684
996,41499.791666666664,0.5038361314598884
997,41541.5,0.49521535258865385
998,41583.20833333333,0.5436652175226976
999,41624.916666666664,0.5654515638181624
1000,41666.62499999999,0.5573500317077255
1001,41708.33333333333,0.5601535142203721
1002,41750.04166666667,0.5768269220392915
1003,41791.75,0.5864356129059192
1006,41916.875,0.5782297396869176
1007,41958.58333333333,0.5946608640443138
1009,42042.0,0.5629976991550871
1010,42083.708333333336,0.5814139622807986
1012,42167.125,0.5863939086731738
1022,42584.20833333333,0.5475831478152153
1023,42625.91666666667,0.5742967896510186
1024,42667.625,0.5591129503424372
1025,42709.333333333336,0.5723785925660789
1026,42751.041666666664,0.5925518354672261
1027,42792.75,0.5946784045965205
1029,42876.166666666664,0.5932411633157887
1031,42959.583333333336,0.5758600575263076
1035,43126.416666666664,0.5445199691836486
1036,43168.12499999999,0.5885980367200039
1227,51134.416666666664,0.4813526986052234
1228,51176.125,0.4763796622028113
1229,51217.83333333333,0.49577229978789633
1230,51259.541666666664,0.48049283481419447
1231,51301.24999999999,0.4750973587455942
1232,51342.95833333333,0.4821370538835126
1233,51384.666666666664,0.49072367784753435
1234,51426.375,0.4855416883644659
1235,51468.083333333336,0.5032197470855871
1236,51509.791666666664,0.4798596845517722
1237,51551.5,0.4971893997863157
1238,51593.20833333333,0.4935280502189743
1239,51634.916666666664,0.489697522137852
1240,51676.625,0.48719267795616533
1241,51718.333333333336,0.4967777873984645
1242,51760.041666666664,0.48819822190336193
1243,51801.75,0.5018966864988451
1244,51843.45833333333,0.486963966669303
1245,51885.166666666664,0.4709860546653432
1246,51926.87499999999,0.46320431059032174
1247,51968.583333333336,0.46709245857275716
1248,52010.291666666664,0.4520599616711275
1249,52052.0,0.4739963785620025
1250,52093.70833333333,0.45884464820549703
1251,52135.416666666664,0.4806551535840364
1252,52177.125,0.46246446491365134
1253,52218.83333333333,0.46692920106957037
1254,52260.54166666667,0.469421749442275
1255,52302.25,0.45931175629110926
1256,52343.958333333336,0.46622542338031003
1257,52385.666666666664,0.4872005206775358
1258,52427.375,0.4807743727764147
1259,52469.08333333333,0.4768149917188125
